API,latitude,longitude,Operator,County,Municipality,Marcellus,Insp Id,Viol Id,Enf Id,Date Inspected,Date Violation,Violation Code,Violation Desc,Envl Health Safety Desc,Insp Comment,Violation Comment,Date Resolved
003-22001,40.56629661,-79.8424459,MARCO DRILLING INC,Allegheny,Indiana,N,1838128,574140,251670,8/4/2009,8/4/2009,402POTNLPOLL,There is a potential for polluting substance(s) reaching Waters of the Commonwealth and may require a permit.,Environmental Health & Safety,"Drilling was completed on 2/19/2009
Well appears to be in production at this time.
The access road is in good condition.  Operator failed to implement and maintain E&S controls leading to sedimentation being carried off site and around the controls.  The",,10/23/2009
003-22010,40.57026602,-79.84445429,MARCO DRILLING INC,Allegheny,Indiana,N,1839627,574569,251959,10/23/2009,10/23/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,The Department conducted an investigation  in accordance with the complaint filed alleging  that the operator had no E&S controls and no permit to drill.  Operator did post the site Id sign and had the permit posted on site but failed to implement E&S and,,11/16/2009
003-22010,40.57026602,-79.84445429,MARCO DRILLING INC,Allegheny,Indiana,N,1846427,576676,252940,10/16/2009,10/16/2009,78.57C2,"Failure to construct properly plug, frac, brine pits",Administrative,The Department conducted an investigation of the drilling pit after the CEI inspection on the same day.  I met with the operator on site and informed him of the regulations that state the inside of the drilling pits need to be constructed at a slope of 2,78.57(v) Operator failed to implement inside slopes of the pit at a ratio of 2 to 1,
003-22019,40.55746331,-79.81343387,MARCO DRILLING INC,Allegheny,Harmar,N,1800819,563773,246462,5/19/2009,5/19/2009,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,,,8/12/2009
003-22019,40.55746331,-79.81343387,MARCO DRILLING INC,Allegheny,Harmar,N,1800819,563772,246462,5/19/2009,5/19/2009,102.4INADPLN,E&S Plan not adequate,Administrative,,,8/12/2009
003-22051,40.23104444,-79.93094722,MTN V OIL & GAS INC,Allegheny,Forward,N,1877629,585290,256949,4/16/2010,4/16/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,,,6/8/2010
003-22064,40.23056389,-79.96408334,MTN V OIL & GAS INC,Allegheny,Forward,N,1865343,581998,255413,2/24/2010,2/24/2010,105.46,Permittee has failed to implement  Erosion and Sedimentation control plan.,Environmental Health & Safety,"Drilling was completed.
Well appears to be in production at this time.
Site is not restored and vegetation has not achieved 70 % uniform coverage but the site is under 9 months.
The access road is in good condition.  
Operator failed to install proper E&S",,6/8/2010
003-22064,40.23056389,-79.96408334,MTN V OIL & GAS INC,Allegheny,Forward,N,1865343,581999,255413,2/24/2010,2/24/2010,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,"Drilling was completed.
Well appears to be in production at this time.
Site is not restored and vegetation has not achieved 70 % uniform coverage but the site is under 9 months.
The access road is in good condition.  
Operator failed to install proper E&S",,6/8/2010
003-22064,40.23056389,-79.96408334,MTN V OIL & GAS INC,Allegheny,Forward,N,1865343,582000,255413,2/24/2010,2/24/2010,401CAUSEPOLL,Polluting substance(s) allowed to discharge into Waters of the Commonwealth.,Environmental Health & Safety,"Drilling was completed.
Well appears to be in production at this time.
Site is not restored and vegetation has not achieved 70 % uniform coverage but the site is under 9 months.
The access road is in good condition.  
Operator failed to install proper E&S",,6/8/2010
003-22084,40.49290824,-79.71064463,PENNECO OIL CO INC,Allegheny,Plum,N,1850046,577842,261554,12/15/2009,12/15/2009,78.56LINER,Improperly lined pit,Administrative,"The Department received a call from Dean Walters on December 14, 2009 at 11:15 am.  Dean stated that after a significant rainfall event he was spot checking sites in Plum Borough, when arriving on site he noticed that surface water had infiltrated the pit",,12/30/2009
003-22084,40.49290824,-79.71064463,PENNECO OIL CO INC,Allegheny,Plum,N,1850046,577843,261554,12/15/2009,12/15/2009,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"The Department received a call from Dean Walters on December 14, 2009 at 11:15 am.  Dean stated that after a significant rainfall event he was spot checking sites in Plum Borough, when arriving on site he noticed that surface water had infiltrated the pit",,12/30/2009
003-22084,40.49290824,-79.71064463,PENNECO OIL CO INC,Allegheny,Plum,N,1850046,577842,253477,12/15/2009,12/15/2009,78.56LINER,Improperly lined pit,Administrative,"The Department received a call from Dean Walters on December 14, 2009 at 11:15 am.  Dean stated that after a significant rainfall event he was spot checking sites in Plum Borough, when arriving on site he noticed that surface water had infiltrated the pit",,12/30/2009
003-22084,40.49290824,-79.71064463,PENNECO OIL CO INC,Allegheny,Plum,N,1850046,577843,253477,12/15/2009,12/15/2009,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,"The Department received a call from Dean Walters on December 14, 2009 at 11:15 am.  Dean stated that after a significant rainfall event he was spot checking sites in Plum Borough, when arriving on site he noticed that surface water had infiltrated the pit",,12/30/2009
003-22118,40.49097222,-79.71027778,PENNECO OIL CO INC,Allegheny,Plum,N,1893981,590177,259577,6/24/2010,6/24/2010,78.56PITCNST,"Impoundment not structurally sound, impermeable, 3rd party protected, greater than 20"" of seasonal high ground water table",Administrative,"On June 24th, 2010 I conducted a routine inspection of the above site.  Drilling was completed and a swabbing rig was on site.  A site ID and E&S plan were posted on site. E&S controls were in place according to the plan. No accelerated erosion was leavin",,
005-00483,40.73793597,-79.61267385,MARCO DRILLING INC,Armstrong,South Buffalo,N,1889277,588752,258762,10/29/2009,10/29/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,,,1/21/2010
005-00483,40.73793597,-79.61267385,MARCO DRILLING INC,Armstrong,South Buffalo,N,1889277,588752,258764,10/29/2009,10/29/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,,,1/21/2010
005-00621,40.7281278,-79.64369713,MICHAEL HARJU,Armstrong,South Buffalo,N,1873306,584143,256436,3/29/2010,3/29/2010,210UNPLUG,Failure to plug a well upon abandonment,Administrative,,,
005-00683,40.74178159,-79.61033607,MARCO DRILLING INC,Armstrong,South Bend,N,1841136,579811,,10/29/2009,10/29/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,pre-plug inspection with operator & consultant,,1/21/2010
005-00688,40.7360172,-79.59546369,C & D GAS CO,Armstrong,South Buffalo,N,1675237,530304,229337,1/3/2008,1/3/2008,210UNPLUG,Failure to plug a well upon abandonment,Administrative,"Well tagged,not producing resulting in NOV",,7/28/2008
005-00746,40.76697896,-79.34318379,EQT PRODUCTION LLC,Armstrong,Cowanshannock,N,1607960,510144,219024,3/12/2007,3/12/2007,105NOPERMIT,Encroachment without Permit or Waiver,Environmental Health & Safety,,,7/25/2007
005-00746,40.76697896,-79.34318379,EQT PRODUCTION LLC,Armstrong,Cowanshannock,N,1607960,510143,219024,3/12/2007,3/12/2007,105MAINT,Failure to maintain encroachment,Environmental Health & Safety,,,7/25/2007
005-01374,,,DOMINION TRANS INC,Armstrong,South Bend,N,1818825,568805,261523,7/23/2009,7/23/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,Abandoned within storage reservoir,,11/19/2009
005-01374,,,DOMINION TRANS INC,Armstrong,South Bend,N,1818825,568805,248787,7/23/2009,7/23/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,Abandoned within storage reservoir,,11/19/2009
005-01449,40.90459789,-79.37142114,WALLACE MCANINCH,Armstrong,Boggs,N,1727710,545353,237010,8/12/2008,8/12/2008,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,"Inspection result of complaint of gas leak. Well has leak on wellhead, Well not tagged.",,8/19/2008
005-01449,40.90459789,-79.37142114,WALLACE MCANINCH,Armstrong,Boggs,N,1727710,545354,237010,8/12/2008,8/12/2008,78.74,Hazardous well venting,Environmental Health & Safety,"Inspection result of complaint of gas leak. Well has leak on wellhead, Well not tagged.",,8/19/2008
005-01593,40.99177697,-79.4830728,WALTERS G W,Armstrong,Madison,N,1902201,592215,260775,7/29/2010,7/29/2010,212WELLRCD,Failure to submit well record within 30 days of completion of drilling,Administrative,Well abandoned; no tag; no production reports,,
005-01593,40.99177697,-79.4830728,WALTERS G W,Armstrong,Madison,N,1902201,592214,260775,7/29/2010,7/29/2010,210UNPLUG,Failure to plug a well upon abandonment,Administrative,Well abandoned; no tag; no production reports,,
005-01593,40.99177697,-79.4830728,WALTERS G W,Armstrong,Madison,N,1902201,592213,260775,7/29/2010,7/29/2010,203TAG,"Failure to affix, in a permanent manner, a registration number on a well within 60 days of registration",Administrative,Well abandoned; no tag; no production reports,,
005-01618,40.6066221,-79.49265431,C & D GAS CO,Armstrong,Kiskiminetas,N,1810906,566576,247789,6/25/2009,6/25/2009,203TAG,"Failure to affix, in a permanent manner, a registration number on a well within 60 days of registration",Administrative,No tag : Abandoned failure to plug,,11/23/2009
005-01618,40.6066221,-79.49265431,C & D GAS CO,Armstrong,Kiskiminetas,N,1810906,566577,247789,6/25/2009,6/25/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,No tag : Abandoned failure to plug,,11/23/2009
005-01726,40.73217103,-79.36302402,RANGE RESOURCES APPALACHIA LLC,Armstrong,Plumcreek,N,1880480,586065,257265,4/27/2010,4/27/2010,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,On 04/26/10 due to a valve opening during a hose change on a tank truck removing crude oil from the well a small release of approximately 2 barrels of crude oil was released to the diked area and the area immediately outside of the dike.  The onsite perso,,6/18/2010
005-01741,40.87419018,-79.39101495,BLX INC,Armstrong,Boggs,N,1902456,592262,260790,7/27/2010,7/27/2010,210UNPLUG,Failure to plug a well upon abandonment,Administrative,Not equipped for production.  Considered Abandoned,,
005-01741,40.87419018,-79.39101495,BLX INC,Armstrong,Boggs,N,1902456,592261,260790,7/27/2010,7/27/2010,203TAG,"Failure to affix, in a permanent manner, a registration number on a well within 60 days of registration",Administrative,Not equipped for production.  Considered Abandoned,,
005-01809,40.69297166,-79.457882,C & D GAS CO,Armstrong,Burrell,N,1670949,529195,228667,12/12/2007,12/12/2007,210UNPLUG,Failure to plug a well upon abandonment,Administrative,"Well tagged,not producing resulting in NOV,",,
005-02290,,,LEECHBURG GAS CO,Armstrong,Bethel,N,1666233,527689,227698,11/15/2007,11/15/2007,210UNPLUG,Failure to plug a well upon abandonment,Administrative,"Well tagged,not producing,No Tank, Sent NOV",,12/17/2007
005-02326,,,JOHNSTON DRYNDA,Armstrong,Mahoning,N,1846768,576772,252982,11/24/2009,11/24/2009,212PRODRPT,Failure to submit annual production report,Administrative,Well venting gas; hole in surface casing,,
005-02326,,,JOHNSTON DRYNDA,Armstrong,Mahoning,N,1846768,576771,252982,11/24/2009,11/24/2009,203TAG,"Failure to affix, in a permanent manner, a registration number on a well within 60 days of registration",Administrative,Well venting gas; hole in surface casing,,
005-20500,40.91558098,-79.31275416,BITTINGER DRILLING L A BITTINGER DBA,Armstrong,Wayne,N,1846724,576738,252973,11/4/2009,11/4/2009,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,Hole in annulus; well venting   No ID,,3/17/2010
005-20500,40.91558098,-79.31275416,BITTINGER DRILLING L A BITTINGER DBA,Armstrong,Wayne,N,1846724,576739,261707,11/4/2009,11/4/2009,212PRODRPT,Failure to submit annual production report,Administrative,Hole in annulus; well venting   No ID,,3/17/2010
005-20500,40.91558098,-79.31275416,BITTINGER DRILLING L A BITTINGER DBA,Armstrong,Wayne,N,1846724,576739,252973,11/4/2009,11/4/2009,212PRODRPT,Failure to submit annual production report,Administrative,Hole in annulus; well venting   No ID,,3/17/2010
005-20500,40.91558098,-79.31275416,BITTINGER DRILLING L A BITTINGER DBA,Armstrong,Wayne,N,1846724,576738,261707,11/4/2009,11/4/2009,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,Hole in annulus; well venting   No ID,,3/17/2010
005-21178,40.77521835,-79.35569028,EQT PRODUCTION LLC,Armstrong,Cowanshannock,N,1774157,557739,261911,2/25/2009,2/25/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,,,8/13/2009
005-21178,40.77521835,-79.35569028,EQT PRODUCTION LLC,Armstrong,Cowanshannock,N,1774157,557739,243542,2/25/2009,2/25/2009,210UNPLUG,Failure to plug a well upon abandonment,Administrative,,,8/13/2009
005-22170,40.7099947,-79.3460281,EQUITRANS INC,Armstrong,Plumcreek,N,1633930,518275,222804,7/2/2007,7/2/2007,210UNPLUG,Failure to plug a well upon abandonment,Administrative,"Well Tagged,Not producing,Unplugged,Sent NOV",,4/8/2008
005-22184,40.76834503,-79.33075838,KREUTZER JOANNE,Armstrong,Cowanshannock,N,1838984,574369,251844,10/23/2009,10/23/2009,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,Odor of gas present at well site.  No ID,,12/3/2009
005-22295,40.66064497,-79.42181872,ENERGY CORP OF AMER,Armstrong,Burrell,N,1707741,539407,237583,5/20/2008,5/20/2008,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,Old well. Still producing gas. Tank has been removed and dead zone extends down gradient from tank pad. Starting to erode. Tag poor.,,7/11/2008
005-22295,40.66064497,-79.42181872,ENERGY CORP OF AMER,Armstrong,Burrell,N,1707741,539407,234013,5/20/2008,5/20/2008,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,Old well. Still producing gas. Tank has been removed and dead zone extends down gradient from tank pad. Starting to erode. Tag poor.,,7/11/2008
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629887,516885,230888,5/11/2007,5/11/2007,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629887,516884,222194,5/11/2007,5/11/2007,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629887,516885,222194,5/11/2007,5/11/2007,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516892,222195,6/7/2007,6/7/2007,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516892,230888,6/7/2007,6/7/2007,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516893,222195,6/7/2007,6/7/2007,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516893,230888,6/7/2007,6/7/2007,201TAG,"Failure to install, in a permanent manner, the permit number on a completed well",Administrative,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516894,222195,6/7/2007,6/7/2007,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516894,230888,6/7/2007,6/7/2007,102.4,"Failure to minimize accelerated erosion, implement E&S plan, maintain E&S controls. Failure to stabilize site until total site restoration under OGA Sec 206(c)(d)",Environmental Health & Safety,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516895,222195,6/7/2007,6/7/2007,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,,,8/10/2007
005-22367,40.91160256,-79.25787932,DAWN ENERGY SVC,Armstrong,Wayne,N,1629889,516895,230888,6/7/2007,6/7/2007,401CSL,Discharge of pollultional material to waters of Commonwealth.,Environmental Health & Safety,,,8/10/2007
